K05C31D 16.3   0.15 K1014  81.78646  326.94115   77.52305    2.91535  0.0968447  0.19532508   2.9419190  2 E2010-C46    74   5 1993-2010 0.42 M-v 38h MPC        1000          2005 CD31          20100209
K05EC8K 15.8   0.15 K1014 190.73985   89.58089  227.59771    2.62261  0.1192070  0.18723385   3.0260759  0 E2010-C46    50   6 2003-2010 0.41 M-v 38h MPC        0000          2005 EK128         20100210
K05ED7D 17.6   0.15 K1014 189.88603  329.64988  164.78099    2.22901  0.0523027  0.28335325   2.2957112  1 E2010-C46    32   4 2003-2008 0.34 M-v 38h MPC        0000          2005 ED137         20080202
K05EJ2S 15.3   0.15 K1014 226.05011   96.51462  180.76809   11.15727  0.0649815  0.18362450   3.0656010  2 E2010-C46    34   3 2005-2010 0.39 M-v 38h MPC        0000          2005 ES192         20100209
K05EK7S 15.0   0.15 K1014 205.42813   53.88883  306.43700   27.63262  0.1123220  0.23478893   2.6022617  1 E2010-C46    76   4 2005-2010 0.49 M-v 38h MPC        0000          2005 ES207         20100209
K05EL3X 14.5   0.15 K1014 249.03755   16.07913  241.51640    7.93188  0.0995451  0.18227213   3.0807459  1 E2010-C46    42   6 2001-2010 0.63 M-v 38h MPC        1000          2005 EX213         20100209
K05EW2X 16.0   0.15 K1014  95.58653   36.41137   73.80088   13.44818  0.1224806  0.23423693   2.6063484  2 E2010-C46    46   4 2001-2009 0.62 M-v 38h MPC        0000          2005 EX322         20090227
K05G57T 15.0   0.15 K1014 152.82077  322.65194   39.73409    8.76870  0.1136016  0.17566942   3.1574655  1 E2010-C46    85   6 1994-2010 0.48 M-v 38h MPC        1000          2005 GT57          20100211
K05G66H 16.0   0.15 K1014 287.61356  124.57463  105.74889   18.16109  0.2198921  0.17891937   3.1191132  4 E2010-C46    31   2 2003-2005 0.37 M-v 38h MPC        0000          2005 GH66          20050505
K05GD3N 15.8   0.15 K1014 265.20198  218.56294   52.04353    7.28633  0.1514495  0.18179080   3.0861814  0 E2010-C46    54   4 2005-2010 0.37 M-v 38h MPC        0000          2005 GN133         20100211
K05L51O 15.7   0.15 K1014 270.48970  114.08243  171.49173    9.85696  0.2025907  0.17556307   3.1587405  0 E2010-C46    66   7 1998-2009 0.50 M-v 38h MPC        1000          2005 LO51          20090204
K05M22G 17.2   0.15 K1014  25.26823  217.87356  125.64768    4.17402  0.1346165  0.25416530   2.4682655  3 E2010-C46    51   3 2005-2009 0.40 M-v 38h MPC        0000          2005 MG22          20090921
K05N14G 18.3   0.15 K1014  79.60678  196.52225  148.55870    7.62654  0.2397347  0.27694502   2.3309896  2 E2010-C46    36   2 2005-2008 0.35 M-v 38h MPC        0000          2005 NG14          20080531
K05N54X 18.3   0.15 K1014 141.96492   51.87083  221.32264    2.04569  0.1648879  0.29445737   2.2376273  3 E2010-C46    28   2 2005-2008 0.29 M-v 38h MPC        0000          2005 NX54          20080530
K05N65A 17.8   0.15 K1014 104.48226  162.89137  140.74472    7.06123  0.1942683  0.28430054   2.2906088  3 E2010-C46    29   2 2005-2008 0.22 M-v 38h MPC        0000          2005 NA65          20080508
